197.2974348,26.00906939,214.2224498,48.88008322,183.1683981,322.411146,964.5581042,553.3912577,9.500548723,6209.854648,6.30916044,699.7471102,5077.001505,10.2426966,2079.136887,17.37902657,12.19692939,36877.7278,7.235557963,7127.738701,34709.98856,34709.98856,34709.98856,34709.98856,34709.98856,34709.98856,34709.98856,34709.98856,34709.98856,34709.98856,34709.98856
544.5795664,725.8703523,0.366093153,364.3376381,2292.345019,1104.739203,235.0401551,10816.34584,979.0009811,1440.29216,275.0891942,1268.27131,1158.413143,34167.85307,2817.96984,5833.942182,2123.383125,4938.097548,19892.7899,17164.06701,7.51513579,7.51513579,7.51513579,7.51513579,7.51513579,7.51513579,7.51513579,7.51513579,7.51513579,7.51513579,7.51513579
981.0073206,153.3619282,0.093755924,392.3288472,915.3056678,1.213682843,1586.341873,2070.124322,928.6815847,2623.988273,1677.175364,19324.73581,22666.88501,4.94803305,7855.922295,2751.981509,453.5817727,3939.269871,3512.495221,35689.82547,2659.084835,2659.084835,2659.084835,2659.084835,2659.084835,2659.084835,2659.084835,2659.084835,2659.084835,2659.084835,2659.084835
28.62046852,270.4739751,14.20512343,0.504346844,5047.037645,7745.867725,423.5124743,1031.300701,5.245700878,3056.432297,3.195173928,925.1318109,5107.513639,1715.375259,5694.432286,23.15591856,45387.51075,5114.702764,4437.188867,30.28253786,2359.776582,2359.776582,2359.776582,2359.776582,2359.776582,2359.776582,2359.776582,2359.776582,2359.776582,2359.776582,2359.776582
237.9798871,0.191073227,161.8512656,0.462890439,100.3361048,4924.794633,1330.848425,11606.65453,1.931294549,1032.731684,7402.846825,2075.768579,21416.63214,2057.743641,2186.155253,12.51852481,56108.65665,3473.689106,4088.920296,1021.49363,18620.21546,18620.21546,18620.21546,18620.21546,18620.21546,18620.21546,18620.21546,18620.21546,18620.21546,18620.21546,18620.21546
46.86869731,7.072594615,1.070058924,188.5121273,2.888850562,1128.56503,2154.822121,898.3728645,3787.411714,1355.039852,3709.258677,3496.902842,10.17670556,37217.24725,11553.71425,8.989737833,4691.293623,14.95324464,4081.495939,12267.00705,535.9416765,535.9416765,535.9416765,535.9416765,535.9416765,535.9416765,535.9416765,535.9416765,535.9416765,535.9416765,535.9416765
14.37385441,385.2086052,527.4925708,4499.711651,792.8995102,1920.701317,713.3697393,2.29953406,1816.860335,3.779278072,5.883977846,874.6518888,2192.214741,231.1022739,8.509271046,6.366992597,3467.578323,8647.927007,44186.8593,7784.527595,165136.98,165136.98,165136.98,165136.98,165136.98,165136.98,165136.98,165136.98,165136.98,165136.98,165136.98
33.49726299,317.3451897,104.2794676,1346.205969,104.1655706,105.3036342,0.806023198,2036.784405,632.4597704,1007.638855,1764.842493,76.00822303,5160.102582,23065.85463,19.66519048,2261.153343,36810.57417,15.39772346,7719.394821,16528.75188,45575.23741,45575.23741,45575.23741,45575.23741,45575.23741,45575.23741,45575.23741,45575.23741,45575.23741,45575.23741,45575.23741
1368.846864,0.853865944,118.304743,1.523912542,1372.601622,1.185486921,1198.254862,4399.196993,4047.779732,1608.238318,455.261104,2463.136506,1770.82054,3369.511001,3256.455721,5624.782253,34303.90744,578.1538642,22548.53404,26027.65125,11628.44272,11628.44272,11628.44272,11628.44272,11628.44272,11628.44272,11628.44272,11628.44272,11628.44272,11628.44272,11628.44272
12.70589876,78.9587478,94.74983106,48.89627174,8969.218146,485.6873455,3864.075355,2.528722625,24258.63273,1377.374633,4.254755639,972.6885117,22086.08947,1145.998796,1773.776582,27682.25,3658.856669,20.54950649,7363.788072,24715.66322,57358.93167,57358.93167,57358.93167,57358.93167,57358.93167,57358.93167,57358.93167,57358.93167,57358.93167,57358.93167,57358.93167
671.2478209,695.8460297,1517.332089,0.755565921,772.5226921,1437.959461,1990.269394,118.2856295,411.023842,1549.955333,2863.087262,2924.196797,10.72867076,15.680206,10902.04567,15448.98511,7202.128768,14998.32548,8075.795521,22334.41738,22352.5278,22352.5278,22352.5278,22352.5278,22352.5278,22352.5278,22352.5278,22352.5278,22352.5278,22352.5278,22352.5278
